Tip,chinese_name,episode,movie_name,ranking,score,score_num,summary
"
1话 / 1961年 / 万籁鸣、唐澄 / 西游记 ",大闹天宫,1,大闹天宫,33,8.5,(2366人评分),"影片以西游记中孙悟空从诞生到大闹天宫这一段的经历为主要内容。,
,
1961年《大闹天宫》上集正式上映，在国内引起轰动。1964年，下集拍摄完成后由于文艺政策的变化，影片的全本没能够上映。1978年全本的《大闹天宫》终于得以上映。,
,
2004年，在《大闹天宫》问世40周年之际，上海美术电影制片厂特意推出了影片的珍藏版DVD，全长85分钟，是1964年放映的一个影院版。2009年网络上出现了基于40周年版的影迷修复版，其图像更加稳定和干净，并且重新插入了40周年纪念版里缺失的20多分钟内容，对影片中的声音也进行了修正。,
,
2012年1月11日，《大闹天宫3D》上映，由特艺集团制作3D特效。"
"
10话 / 2014年4月4日 / 長濵博史 / 漆原友紀 / 馬越嘉彦 ",虫师 续章,10,蟲師 続章,34,8.5,(2353人评分),另一个世界，住着一群与常见动植物截然不同的生物。远古以来，人们敬畏地称它们为“虫”。当虫的世界和人的世界重合时，虫师银古便会出现。介绍中提到的虫显然不是看上去肉呼呼扭动的小东西，而是一种最接近生命本源，类似灵体的生物。它们有自己的生存方式，而这种方式却可能有悖于人类的常识，甚至危害人类的生存。于是就出现了“虫师”这种职业，他们云游四方，对虫的生命形态，生存方式进行研究，并接受人们的委托，解决可能是由虫引起的怪异事件。银古，正是他们的一员。 银古出入穷乡僻壤去追寻虫的足迹。虫可能潜伏在人的身体中，潜伏在沼泽地中，潜伏在整个山岭中，带来疾病、瘟疫等可怕的灾难。银古总能找到结症，予以化解。
"
1999年10月20日 / 宇田鋼之介（1-278）、志水淳児（131-159）→境宗久（244-372）→宮元宏彰（352-679）→深澤敏則（663-891）、伊藤聡伺（780-782）→長峯達也（780-782、892-）、暮田公平、小牧文（892-） / 尾田栄一郎（集英社「週刊少年ジャンプ」連載） / 小泉昇（1-425）→久田和也（385-891）→松田翠（780-782、892-） ",海贼王,未知,ONE PIECE,35,8.5,(6355人评分),　　传说中海贼王哥尔·D·罗杰在死前说出他留下了具有财富、名声、力量的宝藏「ONE PIECE」，许多人为了争夺ONE PIECE，争相出海，许多海贼开始树立霸权，而形成了大海贼时代。十年后，草帽小子 蒙其·D·路飞为了要实现与因救他而断臂的海贼红发香克斯的约定而出海，在遥远的路途上找寻着志同道合的伙伴，一起进入「伟大的航道」，目标当上海贼王。
"
12话 / 2006年6月29日 / 長井龍雪 / 羽海野チカ / 島村秀一 ",蜂蜜与四叶草II,12,ハチミツとクローバー II,36,8.5,(2487人评分),"　　美大学生竹本、真山、森田在破旧不堪的公寓中过着贫困而快乐的生活。,
　　一天，花本老师向3人介绍了他堂兄弟的女儿——小巧、惹人爱怜的插班生·叶久美。,
　　看到天真烂漫的叶久美，竹本和森田在一瞬间坠入情网。,
　　单纯得令周围人不耐烦、迟钝的竹本，以及用令人费解的方式让周围人困惑的森田。在完全相反的两人的爱情表现的交错中，森田自不必说，就连竹本甚至是叶久美也都没有察觉到对方的心情，就这样时间在流逝。,
　　另一方面，真山一直对至今追寻因交通事故而亡的丈夫身影的建筑设计师·理花念念不忘。他同时又逐渐察觉到义无反顾爱着自己的同年级学生·山田的心情…。,
　　希望能填补理花心灵空缺的真山、真山的爱成为负担的理花、唯独对喜欢的真山无法表示关心的山田。,
　　以各自感到恋情、苦于思念的2对三角关系为中心，难过而又有些奇妙的“单相思物语”开始缓缓启动。"
"
24话 / 2005年4月14日 / カサヰケンイチ / 羽海野チカ / 島村秀一 ",蜂蜜与四叶草,24,ハチミツとクローバー,37,8.5,(3418人评分),"蜂蜜与四叶草讲述美大生─竹本裕太在贫穷与森田忍学长所带来的烦恼之中度过的大学生活。,
,
有一天，竹本他们的大学老师花本修司向他们介绍了他的亲戚花本育。竹本裕太对她一见钟情、而古怪的学长森田忍似乎也对她相当在意。然而，森田的爱情表现（特别是最重要的小育）让人无法感受，周遭的人除了森田被小育所讨厌以外什么都不知道。可是、与森田熟识的竹本却注意到了森田真正的心意，才华洋溢的的天才森田学长居然是自己的情敌，这令竹本的心中抹上一股不安。然后，竹本的担忧成了事实。小育和森田互相被对方所吸引，而双方也对此有了自觉。,
,
然而，两人的恋爱却不是一般人所能理解的，是一种天才之间灵魂的结合。小育与森田之间有着似乎名为恋爱的微妙关系，但森田却若有似无的对小育表现出客气的态度。虽然相互受到对方的作品刺激而醉心于创作活动之中，可是某天森田却在没有任何告知的情况下突然开始到美国为期一年的旅行，两人的关系就这样在远近之间不断的来回著。,
,
看着小育与森田这样的关系，竹本却认为不可以介入两人之间而感受到了一种疏离感。而身为小育保护者存在的修司，看中了小育的才华，认为她总有一天一定可以开花结果的，可是又对自己产生疑问：是不是在利用小育去达到自己过去没有达到的理想，这样的想法令他带来罪恶感。并且，是不是就这样让小育度过身为艺术家的一生而舍弃身为一个女性的幸福。这样的不安催促著修司令他不得不做下决定.....,
,
山田亚弓喜欢同届的真山巧，但真山喜欢的却是原田建筑设计公司经营者·原田理花。理花虽然察觉到了，但故意和真山保持距离，因为她心中仍深爱着已过世的丈夫。这一段单方面的三角苦恋，不断折磨著山田。在某个合作的机缘下，山田认识了在真山所工作的建筑事务所中的同事--野宫匠，野宫开始注意山田与真山之间的关系，并且有意无意地扮演起安慰山田的脚色，实际上野宫渐渐已对山田倾心，希望山田在尝尽苦痛之后，放弃真山并与自己在一起......"
"
1话 / 2008年7月12日 / 押井守 ",攻壳机动队2.0,1,GHOST IN THE SHELL / 攻殻機動隊2.0,38,8.5,(1659人评分),2008年7月12日(土)公開。監督押井守。全カットを完全リニューアルした21世紀版攻殻機動隊とも言える作品。人形使い役として、新たに榊原良子がキャスティングされた。
"
50话 / 1985年3月2日 / 富野由悠季 / 矢立肇 / 安彦良和 ",机动战士Z高达,50,機動戦士Ζガンダム,39,8.5,(1481人评分),"　　0084年，吉翁残党迪拉兹之乱终告完结，然而，联邦政府的统治仍呈现极不稳定的局面，尤其当联邦议会发布维持地球圈现状的政策决议后，反对派呼声日益高涨。虽然在加米托夫准将领导的提坦斯之铁腕下，地球圈尚未发生大规模冲突，但空气中的紧张气息已接近临界点。,
　　同年，一年战争时代的风云人物“赤色慧星”夏亚，在阿克西斯经长期沉寂后又回到了地球圈。但几乎没有人知道这件事，因为他已化名柯特罗·巴吉纳，并通过非法途径巧妙地取得了联邦军的军籍，官拜大尉之职，在联邦军中投入反对提坦斯的暴力手段、希望为宇宙移民争取人权的布列克斯·弗拉准将的部下。,
　　时间到了0085年，提坦斯以暴制暴的作法为加米托夫准将在联邦军内争取到很高地位。然而，加米托夫并没有因此收手，反而变本加厉，进一步纵容提坦斯对所有心怀不满的人进行更为强硬——或称残暴镇压。终于，在7月31日，发生了30号卫星事件。,
　　事缘于SIDE2发生的民众集体抗议暴政活动，提坦斯指挥官巴斯克·奥姆大佐对此毫不犹豫地采取了极不人道的恐怖措施：向抗议活动最集中的30号殖民卫星注入剧毒的G3瓦斯。结果造成了数以百万计的民众全部死亡，在提坦斯的无数暴行中写下了最黑暗的一章。,
　　消息传出，震惊地球圈内外，布列克斯准将终于下定决心，召集同志，组成反地球联邦政府(简称A.E.U.G)，根据其缩写的连读，定名奥古。,
　　在日益激化的冲突中，旧吉翁势力亦再次崛起。经数年建设已具充分规模的小行星基地阿克西斯，在少女指挥者哈曼·卡恩的命令下，于0086年2月开始向地球圈进发。,
　　卡缪·比丹是一位普通的少年，除了双亲在军队任技术士官之外，与战争和MS并没有什么直接的关系，他也并不了解提坦斯丑恶的行径。然而0087年3月2日，在联邦军基地进行参观时发生的事情，改变了他的人生轨道。,
　　出于对提坦斯军官捷利特的仇恨，卡缪加入了奥古，并进而与柯特罗大尉（夏亚）相识。后来，他乘坐性能极高的可变形MS——MSZ-006“Z高达”与提坦斯军展开激战。0088年2月22日，奥古终于与阿克西斯及提坦斯展开三股势力的大决战......"
"
11话 / 2013-12-02 / Justin Roiland、Dan Harmon ",瑞克和莫蒂 第一季,11,Rick and Morty Season 1,40,8.5,(1304人评分),　　天才兼疯子科学家Rick在失踪多年后突然回到女儿Beth的身边，并且在她的车库里搞了一个科学实验室。Rick有一把“传送门枪”，可以穿越到宇宙的各个次元。孙子Morty莫名其妙就成了他的助手，经常被拖进他的自制太空船内，跟他一同开展各种疯狂刺激的宇宙冒险。女儿女婿对他的疯狂行为感到不满，却又对这个天才科学家无可奈何。 
"
10话 / 2016年10月7日 / 満仲勧 / 古舘春一（集英社「週刊少年ジャンプ」連載） ",排球少年 乌野高校 VS 白鸟泽学园高校,10,ハイキュー!! 烏野高校 VS 白鳥沢学園高校,41,8.5,(2069人评分),"第三季仍将继续春高赛，而乌野高校即将迎来地区赛的最终对手——白鸟泽学园高校。,
白鸟泽的王牌牛岛若利具有压倒性的力量和高度，带领着充满强者的强队白鸟泽一路横扫对手，被称作宫城县最强的学校，在全国赛中也是佼佼者。,
乌鸦们将怎样奋起战胜强大的白鸟呢？"
"
1话 / 1986年8月2日 / 宮崎駿 ",天空之城,1,天空の城ラピュタ,42,8.5,(5679人评分),"　　在过去的历史之中，传说着曾有人类以高科技创造了可飞行于天空的城市——拉普达。虽多数认为这是虚构幻想出来的事物，但仍有相信飞行城市存在而试图寻找出的人们。,
　　某一日晚上，搭载众多旅客的飞行客船突遭到空中海盗团的袭击和入侵，空中海盗的目标是搭乘飞行船的一位名叫希达的少女身上所携带与飞行城市传说相关的物品“飞行石”。,
　　巴斯与希达为了抢回飞行石并阻止罗穆斯卡的企图，于是搭上了朵拉一族的飞行船一同前往拉普达——传说的天空之城。"
"
11话 / 2010年4月22日 / 湯浅政明 / 森見登美彦 / 伊東伸高 ",四叠半神话大系,11,四畳半神話大系,43,8.5,(5200人评分),根据森见登美彦所著的小说「四叠半神话大系」改编的TV动画，将作为1月新番「交响情人梦Finale」的接档动画，从4月起在富士电视台的noitaminA栏目播放。作品以京都大学某三年级男生为主角，从四个平行世界的角度，描写当初在一年级时选择了不同社团的他，而经历了不同的大学生活。动画版将由近期出品了「小鸠」「青之文学」的MAD HOUSE担当制作，以独特的视觉效果处理而为人熟知的创作人汤浅政明将出任本作监督，他还曾执导「兽爪」「海马」这两部动画，而为多部电视剧、电影、舞台剧撰写剧本的上田诚将负责本作的系列构成。另类的题材加上一班特色制作人员，相信本作又将为noitaminA播出的动画带来一番新景象了。
