Tip,chinese_name,content,episode,movie_name,ranking,score,score_num,summary
1话/2006年11月25日/今敏/筒井康隆,盗梦侦探,大家好，我是友绅渡，今天我们来聊一聊由今敏执导，改编自桐井康隆的封笔之作《梦侦探》的动画电影《红辣椒》，又名《盗梦侦探》、《帕布莉卡》、《Paprika》。这部永垂不朽的经典之作为我们呈现了一幅幅光怪陆离、瑰异诡秘的奇妙梦境，并让我们沉浸在梦境之中，跟随我们...,1,パプリカ,47,8.4,4340,29岁的千叶敦子博士是一个非常有魅力的美女，同时她还是一位谦逊有礼的精神治疗医师，专门研究这项领域中的一些边缘学科。最近，她所在的实验室发明了一种名叫PT的全新心理疾病治疗方法，通过一种非常厉害的装置“DC-MINI”，从梦境中寻找隐藏在患者潜意识中的心理疾病的病根，然后有针对性地进行治疗。“DC-MINI”是由实验室的同事、出类拔萃的科学家时田浩作博士开发研制出来的，他是一个不善交际，只对食物感兴趣的书呆子。但是，这个装置只能在会使用它的人手里，才能发挥正面的功效，如果落入别有用心的人手中，就会造成破坏性的影响，因为它不但可以帮助修复人类潜意识的心灵创伤，还能通过梦境来操纵一个处在睡梦中的人的记忆和行为。
3话/1998年3月7日/庵野秀明,新世纪福音战士剧场版 DEATH(TRUE)2/Air/真心为你,1999年，宫崎骏曾经对宫崎秀明说：“不要让别人一提到你，就说，是那个做eva的庵野先生”，二十年后，果然如此。后面庵野的所有作品，出了《彼氏彼女》，之后，就再也跳脱不出《eva》了，庵野比起师傅宫崎骏敢于挑战未知的勇气，果然还是阿宅啊。...,3,REVIVAL OF EVANGELION 新世紀エヴァンゲリオン劇場版 DEATH (TRUE)² / Air / まごころを、君に,48,8.4,2584,《REVIVAL》的第一部分：「DEATH(TRUE)2」原先是作為《死與新生》的一部分推出。其中《死與新生》分為兩個部分：「DEATH」篇和「REBIRTH」篇。「DEATH」篇是60分鐘的電視動畫修正版，包括了重新製作的鏡頭和一些新鏡頭。「REVIVAL」所採用的版本，稱為「DEATH(TRUE)2」，是對「DEATH」的重新剪輯，去除《死與新生》的「DEATH」篇中的新鏡頭並且作一些小修改。作品的第二部分「REBIRTH」包括了《THEENDOFEVANGELION》的第一部分，因此是《THEENDOFEVANGELION》早期未完成的版本。
1话/1997年7月12日,幽灵公主,卧，这片有肢体断面镜头！与百变狸猫一样都是人与自然的主题，百变狸猫是高田勋片子中比较欢快的，而幽灵公主是宫崎骏片子中比较沉重的。片子中的几方势力应该在现实中都有映射，山兽神代表纯粹的自然，野猪代表自然灾害，犬神族代表自然的恩惠，黑帽势力代表勤奋进取却不知...,1,もののけ姫,56,8.4,4437,大和王权时期蝦夷族末代王子阿席达卡，在保卫他的村庄时被一恶魔诅咒受不治创伤。村里的巫婆劝他前往西方，寻找恶魔的来源和解除诅咒的方法。在他的旅途中，他來到山獸神森林，认识了被称为“魔法公主”的、由犬神抚养大的小桑。
1话/2006年11月24日,攻壳机动队 S.A.C. Solid State Society,仔细看两遍才觉得理解了剧情，做个笔记卡卢玛：本计划以自身的死亡为信号，由部下发动报复性恐怖行动，即绑架孩子，并利用他们传播病毒。其中，由于发现了SolidSociety（卡卢玛也是黑客高手），所以利用了傀儡师的绑架系统，但是还没来得及植入病毒就被傀儡师发现而遭到灭口。...,1,攻殻機動隊 STAND ALONE COMPLEX Solid State Society,57,8.4,1770,时间为公历2034年，在2ndGIG“难民事件”的两年后。增员20人的新重组的公安九课又再临危受命，调查以梵文刺青为标志的恐怖分子的连续自杀事件以及机场人质劫持事件。从疑犯口中得知，潜藏于事件背后的幕后黑手，是一个被称为“傀儡回”的超高级黑客。
1话/2008年8月16日/平尾隆之/奈須きのこ/須藤友徳、高橋タクロヲ,剧场版 空之境界 第五章 矛盾螺旋,由于各种各样的原因，例如整体评价一般、口味不合、烂尾、三集弃等，一些动画我们可能不会去看。不过，这些作品中有一些可以直接观看的优秀单集，是很值得推荐的。收录条件：1.该单集足够好看；2.单独拿出来看该单集基本不需要补充该作的知识，或者只需要补充少量该作...,1,劇場版 空の境界 第五章 矛盾螺旋,58,8.4,5781,“荒耶，你在追求什么？”“真正的睿智。”“在哪里追求？”“只在自己的心里。”
1话/1988年3月12日/富野由悠季/富野由悠季/北爪宏幸,机动战士高达 逆袭的夏亚,由于时长问题，哈撒维的感情线观感很屎，葵的表现就像巨婴，哈撒维把自己人打死更是比ZZ里各种迷惑操作还恶心。关于夏亚和阿姆罗谁对谁错根本不重要，因为他们豁出性命也没能改变人类一丝一毫……人民依旧愚蠢，统治依然腐败（这里个人认同夏亚，政治真的只会令人恶心，对内和...,1,機動戦士ガンダム 逆襲のシャア,59,8.4,1312,宇宙世纪(U.C.)0093年，成为新吉恩总帅的夏亚·阿兹纳布尔对于依然被地球重力所束缚的人类灵魂感到绝望，决心以激烈的手段加以肃正。查知此事的地球联邦军王牌驾驶阿姆罗·雷与其所属的朗德·贝尔舰队一起与夏亚所领导的新吉恩军展开最后的决战...
12话/2017年1月6日/畠山守（小俣真一）/雲田はるこ（講談社「ITAN」連載）/細居美恵子,昭和元禄落语心中 -助六再临篇-,一口气补完两季。作品反应在长达近百年的时空跨度中，在战争与和平变幻、科技进步、社会观念发生深刻变化的背景下，在世事人情的不断变迁中，落语这一传统文化的传承与发展。传承、告别、发展、无奈，那种莫名的情绪非常清晰深刻地表达了出来。最终又扣回这种文化本...,12,昭和元禄落語心中 -助六再び篇-,60,8.4,1167,由于难以忘记在刑务所的落语慰问会中见到的大名人·八云的“死神”，一出狱与太郎便径直前往寄席。拜倒在八云面前，成为他住所的雇工及弟子，磨炼了技艺的与太郎终于升进成为真打。他所继承的名号是第三代助六。为了八云师父，为了小夏，为了改变两人心中的助六，与太郎所找到的自己的落语是……。
26话/2011年4月2日/石原立也/あらゐけいいち/西屋太志,日常,我们所经历的每个平凡的日常，也许就是连续发生的奇迹。一个2011年的搞笑动画，我2020年看有必要吗？有必要吗？…………真香！《日常》这部作品影响力之大，直到今天都经常能看到它的身影，我QQ好友里还有人用它里面人物的头像，每次看伊朗物理作死专家B站更新，都能看...,26,日常,61,8.3,9323,故事的主角机器人——东云名乃，一直憧憬成为一名普通的女生，却因为背上的发条而感到自卑，在被自称为博士的8岁萝莉胡乱改造之后，每次都无可奈何地感到自己与“普通女生”的距离越来越远了。除了萝莉博士外，故事还出现了很多非日常角色，如年龄为20岁且戴上博士制作的项圈能说话的黑猫、活泼且天然呆的吐槽女、擅长绘画的腐女、黑发眼镜女、外表看似不良少年实质很乖巧的男生、热爱麻糬的爆炸头男、被枪或火箭炮打到都不会死的演剧社社长等等。
74话/2004年4月6日,怪物,东德监视人民确实是存在的，但是这种洗脑机构我怎么感觉就只是抹黑啊？日本和美国毕竟都是穿一条裤子的资本主义国家，人东德凉了宣传阵地当然全面失守，反正死人怎么黑他，他也不会活过来反驳了...,74,MONSTER,64,8.4,1824,1986年，一名头部被子弹击中的重伤少年送到西德・杜塞尔多夫医院中。日本外科医生天马忽视院长的命令，以他天才般的手术技术的拯救了那位少年。
62话/1999年10月16日/古橋一浩/冨樫義博,猎人,不管是节奏，氛围，还是配音，都是老版完爆。泽城姐姐配得过于高傲轻浮、不够低沉冷酷；大冢明夫则是感觉配惯了冷静慢热型角色，强化型选手的狂野的感觉完全没有（貌似该狂笑的地方都没有配音，真的很奇怪，只有“吼啦”的地方才会喊一下...能不能好好配音了啊，是不是大牌不好...,62,HUNTER×HUNTER,65,8.3,2573,这是关于一群“猎人”的故事，所谓猎人，就是追求怪物、财宝、悬赏、美食、遗迹、幻兽等稀有存在渡生之人的总称，猎人是精英中的精英，并可以免费享受全球各国公共设施，因此必须通过高难度测试最终拿到执照才有资格成为猎人。全世界也不过只有600名左右猎人。
51话/2003年10月4日/水島精二/荒川弘/伊藤嘉之,钢之炼金术师,rt,51,鋼の錬金術師,66,8.3,5386,爱德华德和他的弟弟阿尔芬斯十分思念在他们还小的时候亡故的母亲，实行了炼金术中最大的禁忌——可以将死者复活的人体炼成。可是炼成失败，爱德华德失去了左腿，阿尔芬斯则失去了全身。爱德华德好不容易才以牺牲自己的右臂为代价将弟弟的灵魂炼成，并定着在一副铠甲上，可是其代价未免太大了。爱德华德和阿尔芬斯一起，为了找回所失去的一切，开始踏上了寻找拥有极大力量的“贤者之石”的旅程。
1话/1984年3月11日/宮崎駿,风之谷,这其实是我为练习打字从《暢所欲言!押井守漫談吉卜力祕辛》（日文版书名为：誰も語らなかったジブリを語ろう）录入的一节内容。原书是押井守关于吉卜力工作室的各部电影的系列访谈集，日文版出版于2017年。押井守在本节中不仅谈及电影《风之谷》本身，还大量的提及吉...,1,風の谷のナウシカ,67,8.3,3776,該作品背景設定在未來，世界的產業文明達致巔峰後，經歷一場稱為「火之七日」的戰爭而毀於一旦。世界被一種由菌類和巨型昆蟲構成，名叫腐海的新生態體系所掩蓋，僅存的人類生活在小面積土地，在面對巨型昆蟲和會釋放瘴氣的腐海森林包圍威脅下積極求存。
101话/1985年3月24日/あだち充,棒球英豪,看完TOUCH的时候我其实很难过，虽然最后达也和小南完美结局，但是我总有一种「納得できない」的感觉。达也是和也的哥哥，而对于和也来说，小南更像是一个姐姐而不是“恋人”，达也和小南都很成熟，考虑地更多，特别是和也过世之后，跨过了心理障碍，最终表明了心声。可是和也...,101,タッチ,68,8.4,1212,"上杉達也と和也は双子の兄弟。お隣の浅倉家に生まれた南とは、小さな頃からいつも一緒。あまりにも仲良く、元気なのに手を焼いた（？）親たちは共同出費で子供たちのために、３人で学び遊べる家まで建ててしまった。ところが、彼らも中学生に入る頃から、この""男２人+女１人""という状況の持つ意味を、それなりに意識し始めた。周囲は明るく可愛い南、成績優秀の和也を似合いのカップルと思っている。それに反し、兄の達也はだれもが認める""出がらし""。成績、スポーツ共に、和也に比べて数段見劣りするのだ。だが努力することは嫌いでも、その隠れた才能を見抜いてるのが和也。しかしいつも達也に反発しながらも、内心は彼にまんざらではないようすの南に、和也も気が気ではなくなって・・・。"
26话/2003年10月4日,星空清理者,这个动画大致是两三年前看的，现在把评价修改一下放到BGM这边吧。15年按照榜单补了一下星际牛仔、攻壳、星空清理者，更早的时间也接触过了EVA，但是我要说，这几部系列作品可能除了可以当作某些纪念意义的作品来看，并没有更多的价值，各有各的缺陷，谁也做不到综合各方面...,26,プラネテス,69,8.3,1986,主角星野八郎太(ハチマキ)是一个普通雇员。他的职业是太空船机师，工作是在太空站将名叫Debris的宇宙废物回收。他为了能够有一艘属于自己的太空船，每天和同僚ユーリ、フィー和新人タナベ一起努力工作着。工作了四年，今年25岁的他，正渐渐开始考虑自己的生活方式。
